"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YDR458C",597.072798527135,-0.141590085590547,0.102863645241248,-1.37648325857471,0.16867206693259,0.310877786609613
"YDR081C",617.030331641582,0.0315229063002799,0.0957628308512152,0.329176842623381,0.74202202536141,0.849349313697512
"YDL071C",25.656389288187,-0.469010346053634,0.365952322820772,-1.28161598330211,0.19997739051531,0.351904898089171
"YDR113C",428.004173870986,0.0925729568182807,0.111204248277596,0.832458815666765,0.405150015406386,0.579273477083849
"YDR168W",1101.67050063771,-0.196496261945603,0.0964475428414931,-2.03733818567607,0.0416161637027136,0.107953620446352
"YDR520C",274.537228285635,-0.0367342184109395,0.131028512771184,-0.280352860869975,0.779206798967303,0.874798760692068
"YDR307W",522.272305116296,-0.0460475902625483,0.102151598591816,-0.450776991229947,0.65215028598985,0.78753142483709
"YDR265W",500.970353240607,-0.101526437565766,0.125863404777778,-0.806639846943743,0.419874009548794,0.594050689293582
"YDL076C",699.020751806221,0.293818908263047,0.0985236147592732,2.98221811066257,0.00286168044947039,0.0121805882824844
"YDL006W",376.106640958712,0.0178655564140598,0.111505457284419,0.160221363592007,0.872706701075977,0.929466875356943
"YDL086W",582.575324313913,0.0757920710787998,0.110252222052475,0.687442571839745,0.491803878176011,0.659612413162283
"YDR238C",1833.74944534168,-0.0947446447697181,0.0925430090779953,-1.02379040527921,0.305934283211711,0.477914731932769
"YDR077W",24631.32223608,0.00249730185534003,0.0708977886207179,0.0352239738914828,0.97190114568944,0.985006684931443
"YDR381C-A",743.963350799772,0.191339566019599,0.168536774902716,1.13529860844938,0.256250225077464,0.421312617704752
"YDL023C",9.78895056759101,0.203183096642573,0.576278187107245,0.35257814921383,0.724404721276088,0.839276183147637
"YDL083C",8353.66187153528,-0.270977115672787,0.0871422385091732,-3.10959553379228,0.00187343689368248,0.0084825445119441
"YDR036C",618.670646736059,0.158531985069822,0.10024465126725,1.58145081124757,0.113774997401797,0.234538536662226
"YDR057W",477.333801045642,0.0599729957847232,0.112667443375565,0.532301026702184,0.594517521254042,0.747645258352829
"YDR513W",1737.36071426284,0.32423414553812,0.0967483083086162,3.35131591659308,0.000804284918341628,0.00412821200103417
"YDR487C",2599.67041703947,0.78240871049679,0.0748290256333084,10.4559521372215,1.37609591675971e-25,8.66514830883329e-24
"YDR066C",105.321242202714,-0.463851364710498,0.199048643400837,-2.33034175358036,0.0197880956162342,0.0594518878622521
"YDR352W",450.182771754794,-0.0807774201402503,0.107059812609683,-0.754507393308707,0.45054460762831,0.62358902696444
"YDR278C",1.1455339878159,-0.301128004512342,1.62106876143413,-0.185758933659261,0.852633810136584,NA
"YDR079C-A",463.536576320374,-0.365030366339047,0.199628102735384,-1.82855199912866,0.0674667491193267,0.157345133112198
"YDR204W",586.654265576966,0.200829372508428,0.108232763487277,1.8555321516117,0.0635202723410375,0.150147764496539
"YDL247W-A",9.97921120970948,0.658676644597038,0.583895577281904,1.12807267296534,0.259289228887812,0.42516472752933
"YDL024C",94.9003439752341,0.316545115172052,0.198889371364251,1.59156375728255,0.11148275897536,0.231060974489821
"tA(AGC)D",0.971175182683826,0.0702650230989127,1.82098911073709,0.0385861852136343,0.969220316693261,NA
"YDR109C",445.566261157929,0.0113524936382516,0.108416956025636,0.104711422035934,0.91660479831716,0.954276863130617
"YDR466W",647.740276132586,0.233751647989647,0.0966529066039108,2.41846475396312,0.0155861554472766,0.0491990891327986
"YDR427W",1486.54032605984,-0.0402397289721582,0.0866675546206046,-0.464299808022868,0.642432961512867,0.781358130012066
"YDL044C",243.035823848111,0.141638526558913,0.128882681894377,1.09897252661913,0.271780049520568,0.439860239128678
"YDL079C",258.085164988302,0.385931389488049,0.129131975116761,2.98865861177364,0.00280205020831233,0.0119852399666469
"YDR193W",0.698060456089869,2.9646520725233,2.32849653901291,1.27320441445881,0.202945514515148,NA
"YDR305C",324.178402835781,-0.0465347913130942,0.122276567228833,-0.380569984648059,0.7035223569656,0.823675398954549
"YDR377W",1095.2918521239,-0.0465958365199444,0.133580463465563,-0.348822240251897,0.727222765598244,0.841473353332898
"YDR219C",549.924995024383,0.295548381810795,0.0987734661624217,2.99218396694512,0.00276989290834793,0.0118643098767105
"YDR416W",371.018882931803,-0.158017654660564,0.11790434455063,-1.34021910102481,0.180174123426763,0.327044144395444
